Banco de México,,
,,
Tipos de cambio y resultados históricos de las subastas,,
,,
,,
Fecha de consulta: 21/11/2022 07:59:55,,
,,
,,
,,
Título,"Tipo de cambio pesos por dólar E.U.A., Tipo de cambio para solventar obligaciones denominadas en moneda extranjera, Fecha de liquidación",
Periodo disponible,14/11/1991 - 23/11/2022,
Periodicidad,Diaria,
Cifra,Tipo de Cambio,
Unidad,Pesos por Dólar,
Base,,
Aviso,,
Tipo de información,Niveles,
Fecha,SF60653,
07/11/2016,19.2014,
08/11/2016,19.0792,
09/11/2016,18.6192,
10/11/2016,18.5089,
11/11/2016,19.9250,
12/11/2016,20.4812,
13/11/2016,20.4812,
14/11/2016,20.4812,
15/11/2016,21.0511,
16/11/2016,20.8729,
17/11/2016,20.3490,
18/11/2016,20.2884,
19/11/2016,20.1898,
20/11/2016,20.1898,
21/11/2016,20.1898,
22/11/2016,20.1898,
23/11/2016,20.4193,
24/11/2016,20.5205,
25/11/2016,20.6901,
26/11/2016,20.7051,
27/11/2016,20.7051,
28/11/2016,20.7051,
29/11/2016,20.6475,
30/11/2016,20.5521,
01/12/2016,20.6225,
02/12/2016,20.5155,
03/12/2016,20.7488,
04/12/2016,20.7488,
05/12/2016,20.7488,
06/12/2016,20.6149,
07/12/2016,20.5927,
08/12/2016,20.3863,
09/12/2016,20.2967,
10/12/2016,20.4162,
11/12/2016,20.4162,
12/12/2016,20.4162,
13/12/2016,20.4162,
14/12/2016,20.3305,
15/12/2016,20.2567,
16/12/2016,20.2226,
17/12/2016,20.5973,
18/12/2016,20.5973,
19/12/2016,20.5973,
20/12/2016,20.4280,
21/12/2016,20.4098,
22/12/2016,20.4300,
23/12/2016,20.4921,
24/12/2016,20.7179,
25/12/2016,20.7179,
26/12/2016,20.7179,
27/12/2016,20.6271,
28/12/2016,20.6445,
29/12/2016,20.7052,
30/12/2016,20.7314,
31/12/2016,20.6640,
01/01/2017,20.6640,
02/01/2017,20.6640,
03/01/2017,20.6194,
04/01/2017,20.7323,
05/01/2017,20.8520,
06/01/2017,21.3799,
07/01/2017,21.3661,
08/01/2017,21.3661,
09/01/2017,21.3661,
10/01/2017,21.3144,
11/01/2017,21.3219,
12/01/2017,21.6168,
13/01/2017,21.9076,
14/01/2017,21.7204,
15/01/2017,21.7204,
16/01/2017,21.7204,
17/01/2017,21.6330,
18/01/2017,21.6643,
19/01/2017,21.5738,
20/01/2017,21.8514,
21/01/2017,21.9044,
22/01/2017,21.9044,
23/01/2017,21.9044,
24/01/2017,21.7002,
25/01/2017,21.4512,
26/01/2017,21.3692,
27/01/2017,21.3439,
28/01/2017,21.2024,
29/01/2017,21.2024,
30/01/2017,21.2024,
31/01/2017,21.0212,
01/02/2017,20.7588,
02/02/2017,20.7908,
03/02/2017,20.7752,
04/02/2017,20.5757,
05/02/2017,20.5757,
06/02/2017,20.5757,
07/02/2017,20.5757,
08/02/2017,20.3439,
09/02/2017,20.6370,
10/02/2017,20.4994,
11/02/2017,20.4163,
12/02/2017,20.4163,
13/02/2017,20.4163,
14/02/2017,20.3535,
15/02/2017,20.3280,
16/02/2017,20.3507,
17/02/2017,20.3254,
18/02/2017,20.3325,
19/02/2017,20.3325,
20/02/2017,20.3325,
21/02/2017,20.4526,
22/02/2017,20.4059,
23/02/2017,20.4489,
24/02/2017,19.9127,
25/02/2017,19.7011,
26/02/2017,19.7011,
27/02/2017,19.7011,
28/02/2017,19.8335,
01/03/2017,19.8322,
02/03/2017,19.9957,
03/03/2017,19.9007,
04/03/2017,19.9373,
05/03/2017,19.9373,
06/03/2017,19.9373,
07/03/2017,19.6147,
08/03/2017,19.5538,
09/03/2017,19.5210,
10/03/2017,19.6007,
11/03/2017,19.7974,
12/03/2017,19.7974,
13/03/2017,19.7974,
14/03/2017,19.6279,
15/03/2017,19.5803,
16/03/2017,19.6543,
17/03/2017,19.4493,
18/03/2017,19.1730,
19/03/2017,19.1730,
20/03/2017,19.1730,
21/03/2017,19.1730,
22/03/2017,19.1170,
23/03/2017,19.1070,
24/03/2017,19.0837,
25/03/2017,18.9877,
26/03/2017,18.9877,
27/03/2017,18.9877,
28/03/2017,18.8528,
29/03/2017,18.8661,
30/03/2017,18.8853,
31/03/2017,18.8092,
01/04/2017,18.7079,
02/04/2017,18.7079,
03/04/2017,18.7079,
04/04/2017,18.7955,
05/04/2017,18.7320,
06/04/2017,18.8334,
07/04/2017,18.7192,
08/04/2017,18.7696,
09/04/2017,18.7696,
10/04/2017,18.7696,
11/04/2017,18.6560,
12/04/2017,18.6923,
13/04/2017,18.7646,
14/04/2017,18.7646,
15/04/2017,18.7646,
16/04/2017,18.7646,
17/04/2017,18.7646,
18/04/2017,18.7528,
19/04/2017,18.5582,
20/04/2017,18.4863,
21/04/2017,18.8374,
22/04/2017,18.8187,
23/04/2017,18.8187,
24/04/2017,18.8187,
25/04/2017,18.8413,
26/04/2017,18.6521,
27/04/2017,18.9225,
28/04/2017,19.1119,
29/04/2017,19.0670,
30/04/2017,19.0670,
01/05/2017,19.0670,
02/05/2017,19.0670,
03/05/2017,18.9594,
04/05/2017,18.7731,
05/05/2017,18.8031,
06/05/2017,19.0019,
07/05/2017,19.0019,
08/05/2017,19.0019,
09/05/2017,19.0137,
10/05/2017,19.1164,
11/05/2017,19.1364,
12/05/2017,18.9587,
13/05/2017,18.9039,
14/05/2017,18.9039,
15/05/2017,18.9039,
16/05/2017,18.7594,
17/05/2017,18.6700,
18/05/2017,18.6183,
19/05/2017,18.6761,
20/05/2017,18.8898,
21/05/2017,18.8898,
22/05/2017,18.8898,
23/05/2017,18.6859,
24/05/2017,18.6633,
25/05/2017,18.6150,
26/05/2017,18.5689,
27/05/2017,18.4185,
28/05/2017,18.4185,
29/05/2017,18.4185,
30/05/2017,18.4849,
31/05/2017,18.5121,
01/06/2017,18.6643,
02/06/2017,18.6909,
03/06/2017,18.5941,
04/06/2017,18.5941,
05/06/2017,18.5941,
06/06/2017,18.6204,
07/06/2017,18.3819,
08/06/2017,18.2762,
09/06/2017,18.2278,
10/06/2017,18.1946,
11/06/2017,18.1946,
12/06/2017,18.1946,
13/06/2017,18.1939,
14/06/2017,18.1802,
15/06/2017,18.0725,
16/06/2017,17.9343,
17/06/2017,18.1154,
18/06/2017,18.1154,
19/06/2017,18.1154,
20/06/2017,17.9321,
21/06/2017,17.9519,
22/06/2017,18.1167,
23/06/2017,18.1570,
24/06/2017,18.1270,
25/06/2017,18.1270,
26/06/2017,18.1270,
27/06/2017,17.9900,
28/06/2017,17.8775,
29/06/2017,17.9862,
30/06/2017,17.8973,
01/07/2017,18.0279,
02/07/2017,18.0279,
03/07/2017,18.0279,
04/07/2017,18.0626,
05/07/2017,18.2064,
06/07/2017,18.2036,
07/07/2017,18.3556,
08/07/2017,18.3227,
09/07/2017,18.3227,
10/07/2017,18.3227,
11/07/2017,18.1394,
12/07/2017,17.9751,
13/07/2017,17.9482,
14/07/2017,17.7708,
15/07/2017,17.7422,
16/07/2017,17.7422,
17/07/2017,17.7422,
18/07/2017,17.5613,
19/07/2017,17.5836,
20/07/2017,17.5134,
21/07/2017,17.4937,
22/07/2017,17.5260,
23/07/2017,17.5260,
24/07/2017,17.5260,
25/07/2017,17.5618,
26/07/2017,17.6893,
27/07/2017,17.7492,
28/07/2017,17.7561,
29/07/2017,17.6886,
30/07/2017,17.6886,
31/07/2017,17.6886,
01/08/2017,17.7435,
02/08/2017,17.8646,
03/08/2017,17.8108,
04/08/2017,17.8696,
05/08/2017,17.8733,
06/08/2017,17.8733,
07/08/2017,17.8733,
08/08/2017,17.8798,
09/08/2017,17.9641,
10/08/2017,17.9160,
11/08/2017,17.9671,
12/08/2017,17.9073,
13/08/2017,17.9073,
14/08/2017,17.9073,
15/08/2017,17.8470,
16/08/2017,17.7755,
17/08/2017,17.8483,
18/08/2017,17.7160,
19/08/2017,17.7324,
20/08/2017,17.7324,
21/08/2017,17.7324,
22/08/2017,17.8584,
23/08/2017,17.6501,
24/08/2017,17.6458,
25/08/2017,17.7113,
26/08/2017,17.6977,
27/08/2017,17.6977,
28/08/2017,17.6977,
29/08/2017,17.6205,
30/08/2017,17.8049,
31/08/2017,17.8760,
01/09/2017,17.7753,
02/09/2017,17.8145,
03/09/2017,17.8145,
04/09/2017,17.8145,
05/09/2017,17.7861,
06/09/2017,17.8683,
07/09/2017,17.8360,
08/09/2017,17.8136,
09/09/2017,17.6965,
10/09/2017,17.6965,
11/09/2017,17.6965,
12/09/2017,17.7331,
13/09/2017,17.6443,
14/09/2017,17.7810,
15/09/2017,17.7836,
16/09/2017,17.7278,
17/09/2017,17.7278,
18/09/2017,17.7278,
19/09/2017,17.6857,
20/09/2017,17.7610,
21/09/2017,17.7643,
22/09/2017,17.7009,
23/09/2017,17.8545,
24/09/2017,17.8545,
25/09/2017,17.8545,
26/09/2017,17.7487,
27/09/2017,17.8831,
28/09/2017,17.9933,
29/09/2017,18.1300,
30/09/2017,18.1979,
01/10/2017,18.1979,
02/10/2017,18.1979,
03/10/2017,18.1590,
04/10/2017,18.2337,
05/10/2017,18.2113,
06/10/2017,18.2282,
07/10/2017,18.3060,
08/10/2017,18.3060,
09/10/2017,18.3060,
10/10/2017,18.5522,
11/10/2017,18.6646,
12/10/2017,18.6327,
13/10/2017,18.7180,
14/10/2017,18.7631,
15/10/2017,18.7631,
16/10/2017,18.7631,
17/10/2017,18.9008,
18/10/2017,19.0753,
19/10/2017,19.0117,
20/10/2017,18.8869,
21/10/2017,18.8248,
22/10/2017,18.8248,
23/10/2017,18.8248,
24/10/2017,19.0080,
25/10/2017,19.0489,
26/10/2017,19.2009,
27/10/2017,19.0770,
28/10/2017,19.0960,
29/10/2017,19.0960,
30/10/2017,19.0960,
31/10/2017,19.1474,
01/11/2017,19.2188,
02/11/2017,19.1478,
03/11/2017,19.1478,
04/11/2017,19.1241,
05/11/2017,19.1241,
06/11/2017,19.1241,
07/11/2017,19.1850,
08/11/2017,19.0814,
09/11/2017,19.1349,
10/11/2017,19.0718,
11/11/2017,19.0900,
12/11/2017,19.0900,
13/11/2017,19.0900,
14/11/2017,19.0526,
15/11/2017,19.1680,
16/11/2017,19.1334,
17/11/2017,19.2268,
18/11/2017,19.1224,
19/11/2017,19.1224,
20/11/2017,19.1224,
21/11/2017,19.1224,
22/11/2017,18.9724,
23/11/2017,18.8242,
24/11/2017,18.7400,
25/11/2017,18.6041,
26/11/2017,18.6041,
27/11/2017,18.6041,
28/11/2017,18.5379,
29/11/2017,18.5200,
30/11/2017,18.5848,
01/12/2017,18.5190,
02/12/2017,18.6229,
03/12/2017,18.6229,
04/12/2017,18.6229,
05/12/2017,18.6399,
06/12/2017,18.6420,
07/12/2017,18.6958,
08/12/2017,18.8897,
09/12/2017,18.9315,
10/12/2017,18.9315,
11/12/2017,18.9315,
12/12/2017,18.9445,
13/12/2017,18.9445,
14/12/2017,18.9740,
15/12/2017,19.1391,
16/12/2017,19.1202,
17/12/2017,19.1202,
18/12/2017,19.1202,
19/12/2017,19.1289,
20/12/2017,19.0289,
21/12/2017,19.1913,
22/12/2017,19.2291,
23/12/2017,19.3962,
24/12/2017,19.3962,
25/12/2017,19.3962,
26/12/2017,19.3962,
27/12/2017,19.5848,
28/12/2017,19.7223,
29/12/2017,19.7867,
30/12/2017,19.7354,
31/12/2017,19.7354,
01/01/2018,19.7354,
02/01/2018,19.7354,
03/01/2018,19.6629,
04/01/2018,19.4899,
05/01/2018,19.3717,
06/01/2018,19.2427,
07/01/2018,19.2427,
08/01/2018,19.2427,
09/01/2018,19.2737,
10/01/2018,19.2323,
11/01/2018,19.3065,
12/01/2018,19.2405,
13/01/2018,19.3433,
14/01/2018,19.3433,
15/01/2018,19.3433,
16/01/2018,19.0446,
17/01/2018,18.8113,
18/01/2018,18.8362,
19/01/2018,18.6550,
20/01/2018,18.6361,
21/01/2018,18.6361,
22/01/2018,18.6361,
23/01/2018,18.5813,
24/01/2018,18.7118,
25/01/2018,18.7980,
26/01/2018,18.5178,
27/01/2018,18.4780,
28/01/2018,18.4780,
29/01/2018,18.4780,
30/01/2018,18.4672,
31/01/2018,18.6196,
01/02/2018,18.6982,
02/02/2018,18.6069,
03/02/2018,18.4004,
04/02/2018,18.4004,
05/02/2018,18.4004,
06/02/2018,18.4004,
07/02/2018,18.5248,
08/02/2018,18.7009,
09/02/2018,18.6492,
10/02/2018,18.8815,
11/02/2018,18.8815,
12/02/2018,18.8815,
13/02/2018,18.8623,
14/02/2018,18.6703,
15/02/2018,18.6269,
16/02/2018,18.6025,
17/02/2018,18.5159,
18/02/2018,18.5159,
19/02/2018,18.5159,
20/02/2018,18.4797,
21/02/2018,18.5360,
22/02/2018,18.6594,
23/02/2018,18.6518,
24/02/2018,18.6574,
25/02/2018,18.6574,
26/02/2018,18.6574,
27/02/2018,18.5659,
28/02/2018,18.6456,
01/03/2018,18.7902,
02/03/2018,18.8331,
03/03/2018,18.8610,
04/03/2018,18.8610,
05/03/2018,18.8610,
06/03/2018,18.8909,
07/03/2018,18.8838,
08/03/2018,18.7246,
09/03/2018,18.7922,
10/03/2018,18.7148,
11/03/2018,18.7148,
12/03/2018,18.7148,
13/03/2018,18.5812,
14/03/2018,18.6199,
15/03/2018,18.5604,
16/03/2018,18.5854,
17/03/2018,18.7023,
18/03/2018,18.7023,
19/03/2018,18.7023,
20/03/2018,18.7023,
21/03/2018,18.7216,
22/03/2018,18.7614,
23/03/2018,18.6001,
24/03/2018,18.5078,
25/03/2018,18.5078,
26/03/2018,18.5078,
27/03/2018,18.5364,
28/03/2018,18.3268,
29/03/2018,18.3445,
30/03/2018,18.3445,
31/03/2018,18.3445,
01/04/2018,18.3445,
02/04/2018,18.3445,
03/04/2018,18.2709,
04/04/2018,18.2967,
05/04/2018,18.2044,
06/04/2018,18.2244,
07/04/2018,18.1081,
08/04/2018,18.1081,
09/04/2018,18.1081,
10/04/2018,18.2888,
11/04/2018,18.2753,
12/04/2018,18.2882,
13/04/2018,18.2018,
14/04/2018,18.1353,
15/04/2018,18.1353,
16/04/2018,18.1353,
17/04/2018,18.0870,
18/04/2018,18.0394,
19/04/2018,17.9787,
20/04/2018,18.0333,
21/04/2018,18.2819,
22/04/2018,18.2819,
23/04/2018,18.2819,
24/04/2018,18.6210,
25/04/2018,18.8628,
26/04/2018,18.8139,
27/04/2018,19.0530,
28/04/2018,18.8644,
29/04/2018,18.8644,
30/04/2018,18.8644,
01/05/2018,18.6847,
02/05/2018,18.6847,
03/05/2018,18.7878,
04/05/2018,19.0943,
05/05/2018,19.1223,
06/05/2018,19.1223,
07/05/2018,19.1223,
08/05/2018,19.2017,
09/05/2018,19.4232,
10/05/2018,19.5781,
11/05/2018,19.5387,
12/05/2018,19.2989,
13/05/2018,19.2989,
14/05/2018,19.2989,
15/05/2018,19.3539,
16/05/2018,19.5214,
17/05/2018,19.7854,
18/05/2018,19.7094,
19/05/2018,19.7033,
20/05/2018,19.7033,
21/05/2018,19.7033,
22/05/2018,19.9319,
23/05/2018,19.9054,
24/05/2018,19.7528,
25/05/2018,19.7661,
26/05/2018,19.7048,
27/05/2018,19.7048,
28/05/2018,19.7048,
29/05/2018,19.5608,
30/05/2018,19.5915,
31/05/2018,19.7499,
01/06/2018,19.7322,
02/06/2018,19.9759,
03/06/2018,19.9759,
04/06/2018,19.9759,
05/06/2018,19.8662,
06/06/2018,19.9934,
07/06/2018,20.3863,
08/06/2018,20.3129,
09/06/2018,20.4600,
10/06/2018,20.4600,
11/06/2018,20.4600,
12/06/2018,20.5281,
13/06/2018,20.4722,
14/06/2018,20.5960,
15/06/2018,20.6259,
16/06/2018,20.6953,
17/06/2018,20.6953,
18/06/2018,20.6953,
19/06/2018,20.7160,
20/06/2018,20.6968,
21/06/2018,20.5531,
22/06/2018,20.3937,
23/06/2018,20.3689,
24/06/2018,20.3689,
25/06/2018,20.3689,
26/06/2018,20.1264,
27/06/2018,20.0908,
28/06/2018,19.8754,
29/06/2018,20.0553,
30/06/2018,19.8633,
01/07/2018,19.8633,
02/07/2018,19.8633,
03/07/2018,19.6912,
04/07/2018,20.1453,
05/07/2018,19.5974,
06/07/2018,19.4284,
07/07/2018,19.2513,
08/07/2018,19.2513,
09/07/2018,19.2513,
10/07/2018,19.0719,
11/07/2018,19.1563,
12/07/2018,19.0559,
13/07/2018,18.9632,
14/07/2018,18.8241,
15/07/2018,18.8241,
16/07/2018,18.8241,
17/07/2018,18.8854,
18/07/2018,18.8360,
19/07/2018,18.8763,
20/07/2018,18.9100,
21/07/2018,19.0790,
22/07/2018,19.0790,
23/07/2018,19.0790,
24/07/2018,19.0694,
25/07/2018,19.0761,
26/07/2018,18.8506,
27/07/2018,18.7709,
28/07/2018,18.6234,
29/07/2018,18.6234,
30/07/2018,18.6234,
31/07/2018,18.5515,
01/08/2018,18.5413,
02/08/2018,18.6457,
03/08/2018,18.5899,
04/08/2018,18.6349,
05/08/2018,18.6349,
06/08/2018,18.6349,
07/08/2018,18.5725,
08/08/2018,18.5433,
09/08/2018,18.4631,
10/08/2018,18.4542,
11/08/2018,18.6511,
12/08/2018,18.6511,
13/08/2018,18.6511,
14/08/2018,18.9273,
15/08/2018,19.1801,
16/08/2018,18.9973,
17/08/2018,19.2339,
18/08/2018,19.0100,
19/08/2018,19.0100,
20/08/2018,19.0100,
21/08/2018,19.0615,
22/08/2018,19.0305,
23/08/2018,18.8784,
24/08/2018,18.8176,
25/08/2018,18.8672,
26/08/2018,18.8672,
27/08/2018,18.8672,
28/08/2018,18.8339,
29/08/2018,18.6697,
30/08/2018,18.9354,
31/08/2018,19.0659,
01/09/2018,19.1258,
02/09/2018,19.1258,
03/09/2018,19.1258,
04/09/2018,19.1792,
05/09/2018,19.2137,
06/09/2018,19.3609,
07/09/2018,19.4433,
08/09/2018,19.3546,
09/09/2018,19.3546,
10/09/2018,19.3546,
11/09/2018,19.2394,
12/09/2018,19.2989,
13/09/2018,19.2680,
14/09/2018,19.0511,
15/09/2018,18.8775,
16/09/2018,18.8775,
17/09/2018,18.8775,
18/09/2018,18.8689,
19/09/2018,18.8399,
20/09/2018,18.7694,
21/09/2018,18.7672,
22/09/2018,18.8296,
23/09/2018,18.8296,
24/09/2018,18.8296,
25/09/2018,18.8539,
26/09/2018,18.8516,
27/09/2018,18.9870,
28/09/2018,18.8986,
29/09/2018,18.8120,
30/09/2018,18.8120,
01/10/2018,18.8120,
02/10/2018,18.7231,
03/10/2018,18.6531,
04/10/2018,18.7503,
05/10/2018,18.8014,
06/10/2018,19.1328,
07/10/2018,19.1328,
08/10/2018,19.1328,
09/10/2018,18.9444,
10/10/2018,18.9234,
11/10/2018,19.0000,
12/10/2018,19.1183,
13/10/2018,19.0217,
14/10/2018,19.0217,
15/10/2018,19.0217,
16/10/2018,18.9202,
17/10/2018,18.8096,
18/10/2018,18.7693,
19/10/2018,18.8012,
20/10/2018,19.1018,
21/10/2018,19.1018,
22/10/2018,19.1018,
23/10/2018,19.2183,
24/10/2018,19.3669,
25/10/2018,19.4169,
26/10/2018,19.4623,
27/10/2018,19.4383,
28/10/2018,19.4383,
29/10/2018,19.4383,
30/10/2018,19.4790,
31/10/2018,19.8022,
01/11/2018,20.0258,
02/11/2018,20.3177,
